kal_deg targetAngle error 
4.162398070452218 0 -4.162398070452218 
5.101221359605616 0 -5.101221359605616 
5.317591210163344 0 -5.317591210163344 
5.132385952936382 0 -5.132385952936382 
5.135525466148648 0 -5.135525466148648 
5.3888874414368635 0 -5.3888874414368635 
5.9720339044963495 0 -5.9720339044963495 
6.615419937409139 0 -6.615419937409139 
6.739512607392449 0 -6.739512607392449 
6.668675781362402 0 -6.668675781362402 
6.316607768590685 0 -6.316607768590685 
5.961494610016811 0 -5.961494610016811 
5.681711679571865 0 -5.681711679571865 
5.347325780947195 0 -5.347325780947195 
5.065766818327776 0 -5.065766818327776 
4.831319734124448 0 -4.831319734124448 
4.535690981167764 0 -4.535690981167764 
4.160447889444166 0 -4.160447889444166 
3.397716762779271 0 -3.397716762779271 
4.359585501388125 0 -4.359585501388125 
2.5412345410778476 0 -2.5412345410778476 
2.976903471338666 0 -2.976903471338666 
2.8828463863148888 0 -2.8828463863148888 
1.3140260997300515 0 -1.3140260997300515 
1.347223569150171 0 -1.347223569150171 
1.582251243435748 0 -1.582251243435748 
1.0281090034801506 0 -1.0281090034801506 
1.7882397830899233 0 -1.7882397830899233 
2.107534074846665 0 -2.107534074846665 
1.0669997151351698 0 -1.0669997151351698 
1.4931244668723682 0 -1.4931244668723682 
1.2060750800642448 0 -1.2060750800642448 
0.8520996049744451 0 -0.8520996049744451 
0.624423525213743 0 -0.624423525213743 
0.7241280715101148 0 -0.7241280715101148 
-0.34522460978155045 0 0.34522460978155045 
0.3342258961215994 0 -0.3342258961215994 
-0.6983166879516565 0 0.6983166879516565 
-0.7914794607239104 0 0.7914794607239104 
-1.9079902709207979 0 1.9079902709207979 
-2.312365591347052 0 2.312365591347052 
-2.5102286029592342 0 2.5102286029592342 
-3.0281553174268856 0 3.0281553174268856 
-2.8323089780812065 0 2.8323089780812065 
-4.49593946320325 0 4.49593946320325 
-3.241803000545652 0 3.241803000545652 
-4.487605392875835 0 4.487605392875835 
-4.998135581175968 0 4.998135581175968 
-3.9369167052473215 0 3.9369167052473215 
-3.071609373281358 0 3.071609373281358 
-4.413823398758938 0 4.413823398758938 
-4.976510167354963 0 4.976510167354963 
-3.9161516572776813 0 3.9161516572776813 
-5.059809964552994 0 5.059809964552994 
-3.6527018233324604 0 3.6527018233324604 
-2.976435140680797 0 2.976435140680797 
-2.840101132696076 0 2.840101132696076 
-2.8803541789550335 0 2.8803541789550335 
-1.882146789518302 0 1.882146789518302 
-0.5842159629455288 0 0.5842159629455288 
0.2590577515876483 0 -0.2590577515876483 
0.5199750407881083 0 -0.5199750407881083 
0.4685055687570001 0 -0.4685055687570001 
0.009910272557186295 0 -0.009910272557186295 
-0.2648186560552551 0 0.2648186560552551 
-0.1697414209052837 0 0.1697414209052837 
-0.8739822701109453 0 0.8739822701109453 
-1.5628008542211478 0 1.5628008542211478 
-1.58034481184179 0 1.58034481184179 
-2.5597656327884373 0 2.5597656327884373 
-3.6751760620561194 0 3.6751760620561194 
-3.738967896799593 0 3.738967896799593 
-4.815277285429181 0 4.815277285429181 
-5.3201263956772475 0 5.3201263956772475 
-5.140675792154862 0 5.140675792154862 
-5.872957368248539 0 5.872957368248539 
-3.963641827373025 0 3.963641827373025 
-2.217456667244053 0 2.217456667244053 
-1.5533894876366885 0 1.5533894876366885 
-1.7450253468321286 0 1.7450253468321286 
-1.2115968968617423 0 1.2115968968617423 
-0.9931347399210997 0 0.9931347399210997 
-2.32087183246057 0 2.32087183246057 
-3.007520933960699 0 3.007520933960699 
-3.154662163171315 0 3.154662163171315 
-3.8000244731822024 0 3.8000244731822024 
-4.749751681391169 0 4.749751681391169 
-5.297605448678068 0 5.297605448678068 
-5.68922302035986 0 5.68922302035986 
-5.922953768408087 0 5.922953768408087 
-6.0003203374759195 0 6.0003203374759195 
-6.581470539271741 0 6.581470539271741 
-6.794385704238731 0 6.794385704238731 
-6.736376212617136 0 6.736376212617136 
-6.838227559280859 0 6.838227559280859 
-6.6095328426547955 0 6.6095328426547955 
-7.281674682509047 0 7.281674682509047 
-6.775729705024211 0 6.775729705024211 
-6.686833716332041 0 6.686833716332041 
-6.337933002189692 0 6.337933002189692 
-6.901955070763128 0 6.901955070763128 
-3.8921151877150444 0 3.8921151877150444 
-2.162290082889535 0 2.162290082889535 
-2.7085212827860996 0 2.7085212827860996 
-1.7463883524411834 0 1.7463883524411834 
-3.859021078322451 0 3.859021078322451 
-4.9299708819016175 0 4.9299708819016175 
-2.6948430828258085 0 2.6948430828258085 
-2.174877717326659 0 2.174877717326659 
-3.8189615975656386 0 3.8189615975656386 
-3.122691583460264 0 3.122691583460264 
-2.699026847926991 0 2.699026847926991 
-2.76290752676242 0 2.76290752676242 
-1.608858012185249 0 1.608858012185249 
-0.8854357874681336 0 0.8854357874681336 
-1.3594304100288102 0 1.3594304100288102 
-0.08617020938150266 0 0.08617020938150266 
0.3848999272934625 0 -0.3848999272934625 
-0.9999136176977095 0 0.9999136176977095 
-0.8071798666846852 0 0.8071798666846852 
-0.3439780336998235 0 0.3439780336998235 
-1.0204820016304545 0 1.0204820016304545 
0.6846243493539488 0 -0.6846243493539488 
2.513986628307647 0 -2.513986628307647 
3.1797203420083173 0 -3.1797203420083173 
2.649915787978806 0 -2.649915787978806 
2.823215584664964 0 -2.823215584664964 
1.7350046115488442 0 -1.7350046115488442 
1.0168564466983696 0 -1.0168564466983696 
2.0861359949870097 0 -2.0861359949870097 
-0.3339911861036735 0 0.3339911861036735 
-1.4258532020103958 0 1.4258532020103958 
-1.2401042352973535 0 1.2401042352973535 
-1.8153294348858933 0 1.8153294348858933 
-2.6591188355085067 0 2.6591188355085067 
-2.876446672428307 0 2.876446672428307 
-2.928289782782592 0 2.928289782782592 
-3.0777336509503077 0 3.0777336509503077 
-3.239875929201657 0 3.239875929201657 
-3.7580387467982357 0 3.7580387467982357 
-3.737794308443444 0 3.737794308443444 
-4.208624831563125 0 4.208624831563125 
-3.911937432277229 0 3.911937432277229 
-4.47883915606756 0 4.47883915606756 
-3.2882610245676873 0 3.2882610245676873 
-3.1378323499191896 0 3.1378323499191896 
-2.6730997410675306 0 2.6730997410675306 
-2.4393052232682635 0 2.4393052232682635 
-1.5629236998295668 0 1.5629236998295668 
-0.47334114216499823 0 0.47334114216499823 
0.5342805241259669 0 -0.5342805241259669 
1.0359971730908353 0 -1.0359971730908353 
1.4503032643377027 0 -1.4503032643377027 
1.2054068335098962 0 -1.2054068335098962 
1.8293671968253733 0 -1.8293671968253733 
-0.23479676360206025 0 0.23479676360206025 
0.31789243915224075 0 -0.31789243915224075 
1.2127818249616764 0 -1.2127818249616764 
1.477034145986381 0 -1.477034145986381 
2.3010672572407107 0 -2.3010672572407107 
2.9420835276952046 0 -2.9420835276952046 
2.9386571319263104 0 -2.9386571319263104 
2.090823263544265 0 -2.090823263544265 
1.729672950306444 0 -1.729672950306444 
1.761878578304142 0 -1.761878578304142 
0.12095904462467444 0 -0.12095904462467444 
-1.694393122250821 0 1.694393122250821 
-1.892758129923885 0 1.892758129923885 
-2.7314889153618678 0 2.7314889153618678 
-3.255854988333201 0 3.255854988333201 
-3.800194769524064 0 3.800194769524064 
-4.534423397328239 0 4.534423397328239 
-5.3581148220834445 0 5.3581148220834445 
-5.73334983835263 0 5.73334983835263 
-5.711768290179423 0 5.711768290179423 
-5.699656153097437 0 5.699656153097437 
-5.763325634766572 0 5.763325634766572 
-5.5826391591438895 0 5.5826391591438895 
-6.149716534113357 0 6.149716534113357 
-6.1760361925803995 0 6.1760361925803995 
-5.318711249960185 0 5.318711249960185 
-5.763172491070858 0 5.763172491070858 
-5.801776547597832 0 5.801776547597832 
-4.268097326165653 0 4.268097326165653 
-4.106469950925614 0 4.106469950925614 
-4.389640686145392 0 4.389640686145392 
-2.9038822357252942 0 2.9038822357252942 
-1.1191720713522355 0 1.1191720713522355 
-0.9758759036554628 0 0.9758759036554628 
-0.46530623165545326 0 0.46530623165545326 
0.4606385942413539 0 -0.4606385942413539 
1.2012397415067424 0 -1.2012397415067424 
2.123348796985989 0 -2.123348796985989 
2.82337191402843 0 -2.82337191402843 
3.274421565123386 0 -3.274421565123386 
3.383222565145963 0 -3.383222565145963 
2.89715196757242 0 -2.89715196757242 
4.2447184651522 0 -4.2447184651522 
4.862182666078961 0 -4.862182666078961 
3.8419842462020757 0 -3.8419842462020757 
3.747876087691157 0 -3.747876087691157 
3.982671394170024 0 -3.982671394170024 
2.645913553626598 0 -2.645913553626598 
2.6223669081647145 0 -2.6223669081647145 
2.6237134247666285 0 -2.6237134247666285 
2.5709432611795866 0 -2.5709432611795866 
2.346109995707257 0 -2.346109995707257 
3.0758712596263926 0 -3.0758712596263926 
3.705084006697636 0 -3.705084006697636 
3.512427367363248 0 -3.512427367363248 
3.906046195746124 0 -3.906046195746124 
3.956664815548667 0 -3.956664815548667 
3.5975616622155995 0 -3.5975616622155995 
3.9235827472282327 0 -3.9235827472282327 
3.831588236905441 0 -3.831588236905441 
2.796068776929664 0 -2.796068776929664 
2.251844177068695 0 -2.251844177068695 
2.6051545644682323 0 -2.6051545644682323 
1.3810985603484893 0 -1.3810985603484893 
0.8818416647050404 0 -0.8818416647050404 
0.709993385395819 0 -0.709993385395819 
0.20331135232048292 0 -0.20331135232048292 
-0.31925494894938183 0 0.31925494894938183 
-0.62419423212138 0 0.62419423212138 
-0.928987165326222 0 0.928987165326222 
-1.633727377323493 0 1.633727377323493 
-2.366517526753284 0 2.366517526753284 
-3.0453503272480247 0 3.0453503272480247 
-3.4562843793534737 0 3.4562843793534737 
-3.744257580988798 0 3.744257580988798 
-3.93677421813631 0 3.93677421813631 
-4.106154977432844 0 4.106154977432844 
-4.251528145432952 0 4.251528145432952 
-4.072440542696205 0 4.072440542696205 
-4.813296233803368 0 4.813296233803368 
-5.230951338018265 0 5.230951338018265 
-4.746989064212755 0 4.746989064212755 
-4.933265675293868 0 4.933265675293868 
-4.786997809018366 0 4.786997809018366 
-4.783435926829429 0 4.783435926829429 
-3.8071291166728156 0 3.8071291166728156 
-3.1009717365964793 0 3.1009717365964793 
-2.78122002805361 0 2.78122002805361 
-2.6463263921731826 0 2.6463263921731826 
-1.616006517934147 0 1.616006517934147 
-0.7931945800667156 0 0.7931945800667156 
0.44543888444138047 0 -0.44543888444138047 
1.5501842852205525 0 -1.5501842852205525 
2.4237057505153974 0 -2.4237057505153974 
2.611095912461124 0 -2.611095912461124 
2.6927741068842983 0 -2.6927741068842983 
2.540620322632611 0 -2.540620322632611 
2.849220458058258 0 -2.849220458058258 
2.733603495438781 0 -2.733603495438781 
2.725861814483142 0 -2.725861814483142 
2.380720907209052 0 -2.380720907209052 
2.1556878697966906 0 -2.1556878697966906 
2.234216120551085 0 -2.234216120551085 
2.263231413996416 0 -2.263231413996416 
1.0537570724797731 0 -1.0537570724797731 
0.03527179693497584 0 -0.03527179693497584 
0.35489827926317963 0 -0.35489827926317963 
-0.8248404573762181 0 0.8248404573762181 
-1.886580873411968 0 1.886580873411968 
-2.5205589534772788 0 2.5205589534772788 
-3.265506367865941 0 3.265506367865941 
-3.9873304876516578 0 3.9873304876516578 
-4.497941110866111 0 4.497941110866111 
-4.9989119736875764 0 4.9989119736875764 
-5.650026258040109 0 5.650026258040109 
-6.210185377580452 0 6.210185377580452 
-6.819163991071936 0 6.819163991071936 
-7.218978793851893 0 7.218978793851893 
-7.213648759084908 0 7.213648759084908 
-6.8634640960210955 0 6.8634640960210955 
-7.350163147905031 0 7.350163147905031 
-7.730889905401204 0 7.730889905401204 
-6.026838614265252 0 6.026838614265252 
-6.77146396223308 0 6.77146396223308 
-5.453756386298889 0 5.453756386298889 
-3.917584313747018 0 3.917584313747018 
-4.48849908287336 0 4.48849908287336 
-4.39527115226052 0 4.39527115226052 
-3.4183894342169303 0 3.4183894342169303 
-3.240239788322349 0 3.240239788322349 
-4.577764175538396 0 4.577764175538396 
-4.182889257081143 0 4.182889257081143 
-4.8994376845975 0 4.8994376845975 
-5.1213443310659885 0 5.1213443310659885 
-4.322071892835632 0 4.322071892835632 
-5.473986919705814 0 5.473986919705814 
-5.607273072315784 0 5.607273072315784 
-4.64192012904773 0 4.64192012904773 
-5.593967092373834 0 5.593967092373834 
-3.8228582598517455 0 3.8228582598517455 
-4.206019121293862 0 4.206019121293862 
-3.6029215852433527 0 3.6029215852433527 
-3.896716041384331 0 3.896716041384331 
-5.400937158066851 0 5.400937158066851 
-5.199787438333803 0 5.199787438333803 
-5.151617634768537 0 5.151617634768537 
-5.330289239584928 0 5.330289239584928 
-5.380255666802549 0 5.380255666802549 
-5.5709468330359595 0 5.5709468330359595 
-6.149025279740015 0 6.149025279740015 
-6.651148213251541 0 6.651148213251541 
-7.1837961392540794 0 7.1837961392540794 
-7.391883461839397 0 7.391883461839397 
-7.206656447379866 0 7.206656447379866 
-6.809227178149013 0 6.809227178149013 
-6.637616917394069 0 6.637616917394069 
-6.257261535142073 0 6.257261535142073 
-6.52741169347605 0 6.52741169347605 
-6.066814791867825 0 6.066814791867825 
-6.42119478481362 0 6.42119478481362 
-5.404583581156716 0 5.404583581156716 
-6.075813357220783 0 6.075813357220783 
-6.4349821451107765 0 6.4349821451107765 
-6.288977465216853 0 6.288977465216853 
-5.5466243263671915 0 5.5466243263671915 
-5.881321023978527 0 5.881321023978527 
-6.090750973944843 0 6.090750973944843 
-4.891179493331271 0 4.891179493331271 
-5.775537159185429 0 5.775537159185429 
-5.938219730189616 0 5.938219730189616 
-5.7275560735596605 0 5.7275560735596605 
-5.593120122250402 0 5.593120122250402 
-5.816731035968105 0 5.816731035968105 
-6.6044259581484 0 6.6044259581484 
-6.9969395791435565 0 6.9969395791435565 
-7.264843956381487 0 7.264843956381487 
-7.565575613856959 0 7.565575613856959 
-7.420364390572395 0 7.420364390572395 
-6.910332012783288 0 6.910332012783288 
-6.574018464094446 0 6.574018464094446 
-6.168041870192493 0 6.168041870192493 
-6.073494376818191 0 6.073494376818191 
-5.7553367366762185 0 5.7553367366762185 
-5.736217445062646 0 5.736217445062646 
-5.660668836447576 0 5.660668836447576 
-5.9299447081970955 0 5.9299447081970955 
-6.331721121050659 0 6.331721121050659 
-6.391955158677397 0 6.391955158677397 
-5.9555483156722975 0 5.9555483156722975 
-6.002119920605414 0 6.002119920605414 
-6.065916550507701 0 6.065916550507701 
-6.099156319622941 0 6.099156319622941 
-5.729681792525981 0 5.729681792525981 
-5.25479216095414 0 5.25479216095414 
-5.7343937017247235 0 5.7343937017247235 
-6.221623037749864 0 6.221623037749864 
-5.952320104887642 0 5.952320104887642 
-5.4218980925437865 0 5.4218980925437865 
-5.487017744869272 0 5.487017744869272 
-5.389301798698579 0 5.389301798698579 
-5.384697113975633 0 5.384697113975633 
-5.924313113724624 0 5.924313113724624 
-6.188467805676567 0 6.188467805676567 
-5.8223223311488885 0 5.8223223311488885 
-6.014090825691823 0 6.014090825691823 
-6.058937999883878 0 6.058937999883878 
-5.49926235204875 0 5.49926235204875 
-5.855790771315616 0 5.855790771315616 
-5.949684817169608 0 5.949684817169608 
-5.4011920181879365 0 5.4011920181879365 
-5.774606605851178 0 5.774606605851178 
-6.202279072651649 0 6.202279072651649 
-5.962632189358498 0 5.962632189358498 
-5.205069111518234 0 5.205069111518234 
-6.279114247071355 0 6.279114247071355 
-5.864973901326847 0 5.864973901326847 
-4.610638089985224 0 4.610638089985224 
-6.406880448403624 0 6.406880448403624 
-5.5799121535819705 0 5.5799121535819705 
-5.0635188083647344 0 5.0635188083647344 
-4.464464112061571 0 4.464464112061571 
-4.628768552424453 0 4.628768552424453 
-4.00765996095153 0 4.00765996095153 
-4.499305647507111 0 4.499305647507111 
-4.248711151523873 0 4.248711151523873 
-3.5867065555905766 0 3.5867065555905766 
-3.7943515618298975 0 3.7943515618298975 
-3.38786757121019 0 3.38786757121019 
-2.7659883341484623 0 2.7659883341484623 
-3.7772684172822726 0 3.7772684172822726 
-4.226185815436304 0 4.226185815436304 
-3.7866720515695005 0 3.7866720515695005 
-2.7700503230506053 0 2.7700503230506053 
-4.121935177729839 0 4.121935177729839 
-4.357895280987486 0 4.357895280987486 
-3.006985949678403 0 3.006985949678403 
-4.301682619816949 0 4.301682619816949 
-3.657220828778141 0 3.657220828778141 
-2.8980123361744647 0 2.8980123361744647 
-3.251582378130353 0 3.251582378130353 
-2.5792777021228788 0 2.5792777021228788 
-1.8391473758619492 0 1.8391473758619492 
-2.5999015885567607 0 2.5999015885567607 
-2.0830162320027625 0 2.0830162320027625 
-0.8496595984665145 0 0.8496595984665145 
-0.925915500238294 0 0.925915500238294 
-0.18557141171823965 0 0.18557141171823965 
0.7686221922087693 0 -0.7686221922087693 
0.06158475871272595 0 -0.06158475871272595 
-0.019845704252870203 0 0.019845704252870203 
1.5161900756580142 0 -1.5161900756580142 
2.5304240925500845 0 -2.5304240925500845 
1.6262576739572057 0 -1.6262576739572057 
2.5681727604504756 0 -2.5681727604504756 
2.281809987295504 0 -2.281809987295504 
4.24752926190024 0 -4.24752926190024 
3.934003859928919 0 -3.934003859928919 
4.791465152591768 0 -4.791465152591768 
5.5846228971211405 0 -5.5846228971211405 
5.685131594074955 0 -5.685131594074955 
6.254984629745932 0 -6.254984629745932 
6.52909068014799 0 -6.52909068014799 
7.733399946099121 0 -7.733399946099121 
7.725622763945158 0 -7.725622763945158 
7.859482394330538 0 -7.859482394330538 
9.29632802094038 0 -9.29632802094038 
9.501445656233495 0 -9.501445656233495 
9.246615729122226 0 -9.246615729122226 
10.118251618637103 0 -10.118251618637103 
10.455428515004934 0 -10.455428515004934 
10.025782348794685 0 -10.025782348794685 
11.256568991147455 0 -11.256568991147455 
12.3879758100101 0 -12.3879758100101 
12.561295131662478 0 -12.561295131662478 
12.456501913677302 0 -12.456501913677302 
